,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
454,Team Moriarty vs ViKin.gg,4.39-1.21,-,3.79-1.24,16 Января 19:10 2020,Hainan Master Invitational (Spring) | Квалификации,ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']",Team Moriarty,"['Keanu Reeves', 'Storoh', 'Adzantick', 'Ceyler', 'Flash']","['Timbersaw', 'Rubick', 'Puck', 'Slark', 'Outworld Destroyer', 'Anti-Mage']","['Chen', 'Magnus', 'Doom', 'Treant Protector', 'Beastmaster', 'Batrider']","['Tiny', 'Storm Spirit', 'Centaur Warrunner', 'Io', 'Winter Wyvern']","['Razor', 'Disruptor', 'Huskar', 'Omniknight', 'Lich']","<span class=""team__title-label"">Победа</span>",,22 : 15
455,Team Moriarty vs ViKin.gg,4.39-1.21,-,3.79-1.24,16 Января 19:10 2020,Hainan Master Invitational (Spring) | Квалификации,Team Moriarty,"['Storoh', 'Keanu Reeves', 'Adzantick', 'Ceyler', 'Flash']",ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']","['Chen', 'Magnus', 'Winter Wyvern', 'Abaddon', 'Drow Ranger', 'Meepo']","['Io', 'Puck', 'Omniknight', 'Razor', 'Outworld Destroyer', 'Kunkka']","['Rubick', 'Slark', 'Windranger', 'Doom', 'Treant Protector']","['Bloodseeker', 'Tiny', 'Batrider', 'Disruptor', 'Lich']",,"<span class=""team__title-label"">Победа</span>",16 : 44
456,ViKin.gg vs Godsent,1.50-2.62,-,1.44-2.66,15 Января 19:40 2020,Hainan Master Invitational (Spring) | Квалификации,Godsent,"['okcya', 'W1sh-', 'Buugi', 'NoiA', 'Era']",ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']","['Treant Protector', 'Omniknight', 'Abaddon', 'Beastmaster', 'Venomancer', 'Batrider']","['Io', 'Puck', 'Winter Wyvern', 'Rubick', 'Doom', 'Timbersaw']","['Lich', 'Shadow Fiend', 'Legion Commander', 'Elder Titan', 'Ursa']","['Drow Ranger', 'Magnus', 'Brewmaster', 'Tusk', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",28 : 29
457,ViKin.gg vs Godsent,1.50-2.62,-,1.44-2.66,15 Января 19:40 2020,Hainan Master Invitational (Spring) | Квалификации,ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']",Godsent,"['okcya', 'W1sh-', 'Buugi', 'NoiA', 'Era']","['Tiny', 'Io', 'Winter Wyvern', 'Elder Titan', 'Batrider', 'Bloodseeker']","['Lich', 'Abaddon', 'Rubick', 'Slark', 'Morphling', 'Timbersaw']","['Drow Ranger', 'Magnus', 'Beastmaster', 'Doom', 'Disruptor']","['Treant Protector', 'Shadow Fiend', 'Omniknight', 'Puck', 'Lifestealer']",,"<span class=""team__title-label"">Победа</span>",6 : 24
458,ViKin.gg vs Godsent,1.50-2.62,-,1.44-2.66,15 Января 19:40 2020,Hainan Master Invitational (Spring) | Квалификации,ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']",Godsent,"['okcya', 'W1sh-', 'Buugi', 'Era', 'NoiA']","['Puck', 'Io', 'Disruptor', 'Legion Commander', 'Batrider', 'Viper']","['Treant Protector', 'Omniknight', 'Abaddon', 'Vengeful Spirit', 'Timbersaw', 'Lifestealer']","['Drow Ranger', 'Shadow Fiend', 'Doom', 'Rubick', 'Lich']","['Elder Titan', 'Sniper', 'Brewmaster', 'Magnus', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",6 : 23
459,Royal Never Give Up vs Team Nigma,1.65-2.27,-,1.76-2.01,12 Января 22:10 2020,WePlay! Bukovel Minor 2020,Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super']","['Doom', 'Io', 'Slark', 'Vengeful Spirit', 'Ancient Apparition', 'Timbersaw']","[""Nature's Prophet"", 'Lich', 'Elder Titan', 'Queen of Pain', 'Viper', 'Phantom Lancer']","['Huskar', 'Alchemist', 'Omniknight', 'Rubick', 'Abaddon']","['Drow Ranger', 'Centaur Warrunner', 'Treant Protector', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",9 : 28
460,Royal Never Give Up vs Team Nigma,1.65-2.27,-,1.76-2.01,12 Января 22:10 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'w33']",Team Nigma,"['Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Lich', 'Elder Titan', 'Huskar', 'Templar Assassin', 'Viper']","['Puck', 'Treant Protector', 'Omniknight', 'Outworld Destroyer', 'Ember Spirit', 'Zeus']","['Lifestealer', 'Underlord', 'Doom', 'Rubick', 'Windranger']","['Phantom Lancer', 'Abaddon', 'Earthshaker', 'Batrider']",,"<span class=""team__title-label"">Победа</span>",36 : 31
461,Royal Never Give Up vs Team Nigma,1.65-2.27,-,1.76-2.01,12 Января 22:10 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'w33']",Team Nigma,"['Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Lich', 'Abaddon', 'Slark', ""Nature's Prophet"", 'Huskar']","['Treant Protector', 'Puck', 'Omniknight', 'Lifestealer', 'Outworld Destroyer', 'Ember Spirit']","['Drow Ranger', 'Legion Commander', 'Disruptor', 'Vengeful Spirit', 'Templar Assassin']","['Phantom Lancer', 'Doom', 'Elder Titan', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",11 : 20
462,Royal Never Give Up vs Team Nigma,1.65-2.27,-,1.76-2.01,12 Января 22:10 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'w33']",Team Nigma,"['Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Batrider', 'Huskar', 'Slark', 'Elder Titan', 'Phantom Lancer', 'Lich']","['Winter Wyvern', 'Templar Assassin', 'Lifestealer', 'Puck', 'Treant Protector', 'Io']","['Spectre', 'Omniknight', 'Doom', 'Chen', 'Outworld Destroyer']","['Drow Ranger', 'Dark Seer', 'Earthshaker', 'Abaddon']",,"<span class=""team__title-label"">Победа</span>",20 : 20
463,Geek Fam vs Team Nigma,3.36-1.32,-,2.77-1.41,12 Января 17:36 2020,WePlay! Bukovel Minor 2020,Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'DuBu']","['Puck', 'Batrider', 'Omniknight', 'Leshrac', 'Earthshaker', 'Ember Spirit']","['Doom', 'Io', 'Lich', 'Outworld Destroyer', 'Shadow Fiend', 'Disruptor']","['Windranger', 'Phantom Lancer', 'Necrophos', 'Elder Titan', 'Abaddon']","['Slark', 'Timbersaw', 'Sand King', 'Rubick', 'Chen']","<span class=""team__title-label"">Победа</span>",,26 : 16
464,Geek Fam vs Team Nigma,3.36-1.32,-,2.77-1.41,12 Января 17:36 2020,WePlay! Bukovel Minor 2020,Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'DuBu']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Elder Titan', 'Lich', 'Omniknight', 'Phantom Lancer', 'Huskar', 'Templar Assassin']","['Puck', 'Io', 'Slark', 'Razor', 'Weaver', 'Storm Spirit']","['Lifestealer', 'Lina', 'Doom', 'Rubick', 'Keeper of the Light']","['Windranger', 'Ember Spirit', 'Abaddon', 'Earthshaker', 'Batrider']",,"<span class=""team__title-label"">Победа</span>",30 : 43
465,Team Nigma vs AS Monaco Gambit,1.50-2.60,-,1.49-2.54,12 Января 02:10 2020,WePlay! Bukovel Minor 2020,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Doom', 'Lich', 'Phantom Lancer', 'Winter Wyvern', 'Slark']","['Magnus', 'Tiny', 'Treant Protector', 'Shadow Fiend', 'Templar Assassin', 'Beastmaster']","['Drow Ranger', 'Storm Spirit', 'Abaddon', 'Puck', 'Vengeful Spirit']","['Ursa', 'Invoker', ""Nature's Prophet"", 'Rubick', 'Batrider']","<span class=""team__title-label"">Победа</span>",,29 : 16
466,Team Nigma vs AS Monaco Gambit,1.50-2.60,-,1.49-2.54,12 Января 02:10 2020,WePlay! Bukovel Minor 2020,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Lich', 'Treant Protector', 'Naga Siren', 'Slark', 'Huskar']","['Tiny', 'Doom', 'Vengeful Spirit', 'Puck', 'Abaddon', 'Magnus']","['Morphling', 'Shadow Fiend', 'Underlord', 'Rubick', 'Undying']","['Outworld Destroyer', 'Phantom Lancer', 'Omniknight', 'Elder Titan', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",16 : 25
467,Team Nigma vs AS Monaco Gambit,1.50-2.60,-,1.49-2.54,12 Января 02:10 2020,WePlay! Bukovel Minor 2020,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Omniknight', 'Io', 'Disruptor', 'Slark', 'Phantom Lancer', 'Huskar']","['Tiny', 'Drow Ranger', 'Puck', 'Treant Protector', 'Dark Seer', 'Anti-Mage']","['Ursa', 'Magnus', 'Batrider', 'Doom', 'Vengeful Spirit']","['Outworld Destroyer', 'Ember Spirit', 'Abaddon', 'Elder Titan', 'Lich']",,"<span class=""team__title-label"">Победа</span>",28 : 52
468,Royal Never Give Up vs Geek Fam,1.19-4.66,-,1.19-4.45,11 Января 22:16 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Raven']",Geek Fam,"['Karl', 'Kuku', 'Xepher', 'DuBu']","['Doom', 'Treant Protector', 'Razor', 'Chen', 'Outworld Destroyer', 'Lifestealer']","['Drow Ranger', 'Puck', 'Io', 'Slark', 'Naga Siren', 'Shadow Fiend']","['Phantom Lancer', 'Omniknight', 'Disruptor', 'Lich', 'Leshrac']","['Magnus', 'Abaddon', 'Rubick', 'Witch Doctor']","<span class=""team__title-label"">Победа</span>",,21 : 8
469,Royal Never Give Up vs Geek Fam,1.19-4.66,-,1.19-4.45,11 Января 22:16 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Raven']",Geek Fam,"['Karl', 'Kuku', 'Xepher', 'DuBu']","['Razor', 'Timbersaw', 'Batrider', 'Abaddon', 'Outworld Destroyer', 'Huskar']","['Io', 'Doom', 'Treant Protector', 'Templar Assassin', 'Disruptor', 'Bloodseeker']","['Riki', 'Omniknight', 'Shadow Shaman', 'Lich', 'Slark']","['Puck', 'Underlord', 'Rubick', 'Chen']",,"<span class=""team__title-label"">Победа</span>",30 : 26
470,Royal Never Give Up vs Geek Fam,1.19-4.66,-,1.19-4.45,11 Января 22:16 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Raven']",Geek Fam,"['Karl', 'Kuku', 'Xepher', 'DuBu']","['Doom', 'Treant Protector', 'Io', 'Naga Siren', 'Slark', 'Underlord']","['Omniknight', 'Abaddon', 'Legion Commander', 'Templar Assassin', 'Drow Ranger', 'Lifestealer']","['Gyrocopter', 'Centaur Warrunner', 'Rubick', 'Vengeful Spirit', 'Phantom Lancer']","['Puck', 'Beastmaster', 'Disruptor', 'Batrider']","<span class=""team__title-label"">Победа</span>",,28 : 5
471,Royal Never Give Up vs Team Nigma,1.59-2.38,-,1.47-2.57,11 Января 18:06 2020,WePlay! Bukovel Minor 2020,Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super']","['Abaddon', 'Doom', 'Omniknight', 'Lifestealer', 'Phantom Lancer', 'Batrider']","[""Nature's Prophet"", 'Winter Wyvern', 'Lich', 'Templar Assassin', 'Dragon Knight', 'Bloodseeker']","['Tiny', 'Naga Siren', 'Enigma', 'Rubick', 'Chen']","['Slark', 'Vengeful Spirit', 'Treant Protector', 'Io']",,"<span class=""team__title-label"">Победа</span>",8 : 39
472,Royal Never Give Up vs Team Nigma,1.59-2.38,-,1.47-2.57,11 Января 18:06 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'w33']",Team Nigma,"['Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Doom', ""Nature's Prophet"", 'Lich', 'Beastmaster', 'Underlord', 'Magnus']","['Puck', 'Omniknight', 'Treant Protector', 'Outworld Destroyer', 'Ember Spirit', 'Viper']","['Phantom Lancer', 'Vengeful Spirit', 'Disruptor', 'Abaddon', 'Huskar']","['Slark', 'Dark Seer', 'Io', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",9 : 16
473,Royal Never Give Up vs Team Nigma,1.59-2.38,-,1.47-2.57,11 Января 18:06 2020,WePlay! Bukovel Minor 2020,Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super']","['Puck', 'Omniknight', 'Slark', 'Viper', 'Outworld Destroyer', 'Rubick']","['Lich', 'Winter Wyvern', 'Tiny', 'Timbersaw', ""Nature's Prophet"", 'Phantom Lancer']","['Huskar', 'Templar Assassin', 'Doom', 'Disruptor', 'Treant Protector']","['Lifestealer', 'Legion Commander', 'Ancient Apparition', 'Io']",,"<span class=""team__title-label"">Победа</span>",31 : 32
474,AS Monaco Gambit vs Geek Fam,1.33-3.31,-,1.41-2.81,11 Января 15:11 2020,WePlay! Bukovel Minor 2020,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'DuBu']","['Rubick', 'Abaddon', 'Io', 'Slark', 'Timbersaw', 'Naga Siren']","['Vengeful Spirit', 'Doom', 'Morphling', 'Lina', 'Queen of Pain', 'Anti-Mage']","['Leshrac', 'Magnus', 'Brewmaster', 'Tiny', 'Chen']","['Drow Ranger', 'Razor', 'Omniknight', 'Disruptor', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",13 : 22
475,AS Monaco Gambit vs Geek Fam,1.33-3.31,-,1.41-2.81,11 Января 15:11 2020,WePlay! Bukovel Minor 2020,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'DuBu']","['Abaddon', 'Omniknight', 'Disruptor', 'Viper', 'Razor', 'Phantom Lancer']","['Vengeful Spirit', 'Doom', 'Morphling', 'Lifestealer', 'Drow Ranger', 'Puck']","['Slark', 'Templar Assassin', 'Beastmaster', 'Tiny', 'Lich']","['Naga Siren', 'Ember Spirit', 'Legion Commander', 'Rubick', 'Batrider']",,"<span class=""team__title-label"">Победа</span>",35 : 30
476,Newbee vs iG.Vitality,-,-,1.26-3.69,11 Января 09:13 2020,Yabo Elite Challenge S2,Newbee,"['Moogy', 'Aq', 'Waixi', 'Faith', 'Peace']",iG.Vitality,"['Dust', 'ButterflyEffect', 'BEYOND']","['Templar Assassin', 'Puck', 'Treant Protector', 'Phantom Lancer', 'Naga Siren', 'Slark']","['Doom', 'Viper', 'Vengeful Spirit', 'Batrider', 'Winter Wyvern', 'Timbersaw']","['Drow Ranger', 'Magnus', 'Disruptor', 'Undying', 'Elder Titan']","['Ember Spirit', 'Shadow Fiend', 'Centaur Warrunner']","<span class=""team__title-label"">Победа</span>",,22 : 21
477,Newbee vs iG.Vitality,-,-,1.26-3.69,11 Января 09:13 2020,Yabo Elite Challenge S2,iG.Vitality,"['Peace', 'ButterflyEffect', 'Dust', 'BEYOND', 'Moogy']",Newbee,"['Aq', 'Waixi', 'Faith']","['Viper', 'Disruptor', 'Phantom Lancer', 'Bloodseeker', 'Razor', 'Clinkz']","['Treant Protector', 'Templar Assassin', 'Drow Ranger', 'Lich', 'Slark', 'Morphling']","['Shadow Demon', 'Shadow Fiend', 'Tiny', 'Doom', 'Weaver']","['Kunkka', 'Puck', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,20 : 16
478,Newbee vs iG.Vitality,-,-,1.26-3.69,11 Января 09:13 2020,Yabo Elite Challenge S2,Newbee,"['Moogy', 'Aq', 'Waixi', 'Faith', 'Peace']",iG.Vitality,"['ButterflyEffect', 'Dust', 'BEYOND']","['Templar Assassin', 'Treant Protector', 'Drow Ranger', 'Lina', 'Outworld Destroyer', 'Queen of Pain']","['Viper', 'Disruptor', 'Phantom Lancer', 'Timbersaw', 'Bloodseeker', 'Puck']","['Anti-Mage', 'Shadow Fiend', 'Clockwerk', 'Vengeful Spirit', 'Warlock']","['Zeus', 'Gyrocopter', 'Doom']","<span class=""team__title-label"">Победа</span>",,18 : 9
479,Fighting PandaS vs Team Nigma,3.50-1.30,-,3.14-1.33,10 Января 23:50 2020,WePlay! Bukovel Minor 2020,Fighting PandaS,"['EternaLEnVy', 'bryle', 'Sneyking', 'MoonMeander', 'Aui_2000']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Tiny', 'Meepo', 'Huskar', 'Lina', 'Morphling']","['Doom', 'Abaddon', 'Disruptor', 'Beastmaster', 'Timbersaw', 'Troll Warlord']","['Razor', 'Storm Spirit', 'Enchantress', 'Treant Protector', 'Omniknight']","['Windranger', 'Anti-Mage', 'Legion Commander', 'Elder Titan', 'Lich']",,"<span class=""team__title-label"">Победа</span>",26 : 27
480,Fighting PandaS vs Team Nigma,3.50-1.30,-,3.14-1.33,10 Января 23:50 2020,WePlay! Bukovel Minor 2020,Fighting PandaS,"['EternaLEnVy', 'bryle', 'Sneyking', 'MoonMeander', 'Aui_2000']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Lich', 'Tiny', 'Phantom Lancer', 'Slark', 'Invoker']","['Doom', 'Disruptor', 'Abaddon', 'Viper', 'Templar Assassin', 'Huskar']","['Drow Ranger', 'Shadow Fiend', 'Omniknight', 'Treant Protector', 'Batrider']","['Lina', 'Terrorblade', 'Underlord', 'Elder Titan', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,35 : 31
481,Fighting PandaS vs Team Nigma,3.50-1.30,-,3.14-1.33,10 Января 23:50 2020,WePlay! Bukovel Minor 2020,Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Fighting PandaS,"['EternaLEnVy', 'bryle', 'MoonMeander', 'Sneyking', 'Aui_2000']","['Doom', 'Abaddon', 'Omniknight', 'Shadow Fiend', 'Viper', 'Huskar']","['Io', 'Tiny', 'Winter Wyvern', 'Timbersaw', 'Phantom Lancer', 'Troll Warlord']","['Windranger', 'Ember Spirit', ""Nature's Prophet"", 'Disruptor', 'Lich']","['Drow Ranger', 'Storm Spirit', 'Treant Protector', 'Legion Commander', 'Jakiro']","<span class=""team__title-label"">Победа</span>",,47 : 26
482,AS Monaco Gambit vs Fighting PandaS,1.29-3.55,-,1.36-2.99,10 Января 19:36 2020,WePlay! Bukovel Minor 2020,Fighting PandaS,"['EternaLEnVy', 'bryle', 'MoonMeander', 'Sneyking', 'Aui_2000']",AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']","['Magnus', 'Vengeful Spirit', 'Tiny', 'Omniknight', 'Batrider', 'Timbersaw']","['Doom', 'Lone Druid', 'Drow Ranger', 'Shadow Fiend', 'Templar Assassin', 'Legion Commander']","['Alchemist', 'Viper', 'Disruptor', 'Abaddon', 'Treant Protector']","['Naga Siren', 'Bloodseeker', 'Puck', 'Earthshaker', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,29 : 18
483,AS Monaco Gambit vs Fighting PandaS,1.29-3.55,-,1.36-2.99,10 Января 19:36 2020,WePlay! Bukovel Minor 2020,Fighting PandaS,"['EternaLEnVy', 'bryle', 'MoonMeander', 'Sneyking', 'Aui_2000']",AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']","['Magnus', 'Tiny', 'Doom', 'Beastmaster', 'Templar Assassin', 'Shadow Fiend']","['Viper', 'Disruptor', 'Abaddon', 'Phantom Lancer', 'Slark', 'Outworld Destroyer']","['Bloodseeker', 'Clinkz', 'Lich', 'Omniknight', 'Puck']","['Morphling', 'Lina', 'Brewmaster', 'Rubick', 'Vengeful Spirit']",,"<span class=""team__title-label"">Победа</span>",13 : 27
484,AS Monaco Gambit vs Fighting PandaS,1.29-3.55,-,1.36-2.99,10 Января 19:36 2020,WePlay! Bukovel Minor 2020,Fighting PandaS,"['EternaLEnVy', 'bryle', 'MoonMeander', 'Sneyking', 'Aui_2000']",AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']","['Magnus', 'Doom', 'Vengeful Spirit', 'Lina', 'Puck', 'Queen of Pain']","['Viper', 'Disruptor', 'Abaddon', 'Phantom Lancer', 'Slark', 'Ursa']","['Troll Warlord', 'Storm Spirit', 'Lich', 'Omniknight', 'Elder Titan']","['Morphling', 'Shadow Fiend', 'Timbersaw', 'Tiny', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",19 : 31
485,Geek Fam vs Team Spirit,1.54-2.50,-,1.64-2.17,10 Января 16:40 2020,WePlay! Bukovel Minor 2020,Team Spirit,"['iLTW', 'Ergon', 'nongrata', 'Immersion', 'Misha']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'DuBu']","['Razor', 'Treant Protector', 'Drow Ranger', 'Puck', 'Outworld Destroyer', 'Ursa']","['Doom', 'Io', 'Necrophos', 'Slark', 'Bloodseeker', 'Shadow Fiend']","['Morphling', 'Tiny', 'Omniknight', 'Winter Wyvern', 'Lich']","['Phantom Lancer', 'Magnus', 'Abaddon', 'Rubick', 'Crystal Maiden']",,"<span class=""team__title-label"">Победа</span>",15 : 31
486,Geek Fam vs Team Spirit,1.54-2.50,-,1.64-2.17,10 Января 16:40 2020,WePlay! Bukovel Minor 2020,Team Spirit,"['iLTW', 'Ergon', 'nongrata', 'Immersion', 'Misha']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'DuBu']","['Razor', 'Treant Protector', 'Doom', 'Omniknight', 'Abaddon', 'Night Stalker']","['Drow Ranger', 'Io', 'Tiny', 'Necrophos', 'Shadow Fiend', 'Batrider']","['Slark', 'Monkey King', 'Earthshaker', 'Crystal Maiden', 'Silencer']","['Bloodseeker', 'Magnus', 'Axe', 'Rubick', 'Chen']",,"<span class=""team__title-label"">Победа</span>",21 : 37
487,Geek Fam vs Royal Never Give Up,4.49-1.20,-,3.89-1.23,10 Января 14:00 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Raven']",Geek Fam,"['Karl', 'Kuku', 'Xepher', 'DuBu']","['Razor', 'Timbersaw', 'Batrider', 'Elder Titan', 'Outworld Destroyer', 'Viper']","['Treant Protector', 'Doom', 'Tiny', 'Phantom Lancer', 'Disruptor', 'Templar Assassin']","['Lifestealer', 'Omniknight', 'Rubick', 'Vengeful Spirit', 'Drow Ranger']","['Storm Spirit', 'Legion Commander', 'Puck', 'Bane']","<span class=""team__title-label"">Победа</span>",,22 : 11
488,Geek Fam vs Royal Never Give Up,4.49-1.20,-,3.89-1.23,10 Января 14:00 2020,WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Raven']",Geek Fam,"['Karl', 'Kuku', 'Xepher', 'DuBu']","['Doom', 'Treant Protector', 'Razor', 'Outworld Destroyer', 'Templar Assassin', 'Legion Commander']","['Disruptor', 'Drow Ranger', 'Tiny', 'Morphling', 'Lifestealer', 'Slark']","['Huskar', 'Abaddon', 'Rubick', 'Lich', 'Gyrocopter']","['Dragon Knight', 'Omniknight', 'Grimstroke', 'Io']","<span class=""team__title-label"">Победа</span>",,19 : 2
489,Ninjas in Pyjamas vs Team Spirit,1.54-2.49,-,1.49-2.51,10 Января 11:18 2020,WePlay! Bukovel Minor 2020,Team Spirit,"['iLTW', 'Ergon', 'nongrata', 'Immersion', 'Misha']",Ninjas in Pyjamas,"['ppd', 'Gunnar', 'Universe', 'TANNER']","['Doom', 'Treant Protector', 'Puck', 'Drow Ranger', 'Ancient Apparition', 'Gyrocopter']","['Omniknight', 'Disruptor', 'Lina', 'Batrider', 'Outworld Destroyer', 'Beastmaster']","['Slark', 'Invoker', 'Necrophos', 'Tiny', 'Io']","['Viper', 'Faceless Void', 'Pugna', 'Timbersaw']","<span class=""team__title-label"">Победа</span>",,17 : 13
490,Ninjas in Pyjamas vs Team Spirit,1.54-2.49,-,1.49-2.51,10 Января 11:18 2020,WePlay! Bukovel Minor 2020,Ninjas in Pyjamas,"['ppd', 'Gunnar', 'Universe', 'TANNER', 'iLTW']",Team Spirit,"['Ergon', 'nongrata', 'Immersion', 'Misha']","['Doom', 'Io', 'Outworld Destroyer', 'Bloodseeker', 'Anti-Mage', 'Invoker']","['Puck', 'Viper', 'Treant Protector', 'Ancient Apparition', 'Batrider', 'Timbersaw']","['Lich', 'Slark', 'Sand King', 'Kunkka', 'Spectre']","['Tiny', 'Necrophos', 'Earthshaker', 'Chen']",,"<span class=""team__title-label"">Победа</span>",17 : 24
